gen_name,gen_country_second,gen_year,gen_election,ques_respositions,ques_numitems,ques_dnk,ques_weights,pos_method,vis_single,vis_rank_quant,vis_rank_notquant,vis_twodim,vis_threedim,vis_spider,designer_uni,designer_comp,designer_media,designer_ngo,elec_vaa,elec_ballot,elec_parliament,elec_electors,elec_users,website,Note,gen_country_first,match_cityblock,match_euclidean,match_agreement,match_2d,match_3d,match_6d,type,format,gen_weights
Vote Match,Wales,2009,European Parliament,3,30,1,1,Elite,0,1,0,0,0,0,0,0,0,1,8,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Party,Scale,0.071428575
Vote Match,North-West,2009,European Parliament,3,30,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Party,Scale,0.071428575
Vote Match,East Midlands,2009,European Parliament,3,30,1,1,Elite,0,1,0,0,0,0,0,0,0,1,7,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Party,Scale,0.071428575
Vote Match,South-West,2009,European Parliament,3,30,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Party,Scale,0.071428575
Vote Match,South-East,2009,European Parliament,3,30,1,1,Elite,0,1,0,0,0,0,0,0,0,1,7,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Party,Scale,0.071428575
Vote Match,London,2009,European Parliament,3,30,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Party,Scale,0.071428575
Vote Match,North-East,2009,European Parliament,3,30,1,1,Elite,0,1,0,0,0,0,0,0,0,1,6,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Party,Scale,0.071428575
Vote Match,Eastern,2009,European Parliament,3,30,1,1,Elite,0,1,0,0,0,0,0,0,0,1,7,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Party,Scale,0.071428575
Vote Match,Scotland,2009,European Parliament,3,30,1,1,Elite,0,1,0,0,0,0,0,0,0,1,8,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Party,Scale,0.071428575
Vote Match,,2009,European Parliament,3,30,0,1,Elite,0,1,0,0,0,0,0,0,0,1,26,,,15621504,,http://www.votematch.org.uk/europe/,,United Kingdom,1,0,0,0,0,0,Party,Scale,0.071428575
Vote Match,Gibraltar,2009,European Parliament,3,30,1,1,Elite,0,1,0,0,0,0,0,0,0,1,7,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Party,Scale,0.071428575
Vote Match,West Midlands,2009,European Parliament,3,30,1,1,Elite,0,1,0,0,0,0,0,0,0,1,7,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Party,Scale,0.071428575
Vote Match,,2010,Lower House,2,48,1,1,Elite,0,1,0,0,0,0,0,0,0,1,7,,,,,http://www.magyarorszagvalaszt.hu/,,Hungary,1,0,0,0,0,0,Party,Scale,1.000000000
Vote Match,Scotland,2010,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Party,Scale,0.250000000
Vote Match,England,2010,Lower House,3,30,0,1,Elite,0,1,0,0,0,0,0,0,0,1,,12,,29691380,,http://www.votematch.org.uk/,,United Kingdom,1,0,0,0,0,0,Party,Scale,0.250000000
Vote Match,Wales,2010,Lower House,3,30,1,1,Elite,0,1,0,0,0,0,0,0,0,1,6,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Party,Scale,0.250000000
Vote Match,,2010,Lower House,3,23,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Party,Scale,0.250000000
Vote Match,Kerry South,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Limerick,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,6,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Dublin Central,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Sligo-North Leitrim,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Cork South West,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Meath West,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Donegal North East,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Galway East,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Dublin North West,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Dublin North East,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,6,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Cork South Central,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Dublin West,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Kildare North,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Tipperary North,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,2220359,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Laois-Offaly,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Longford-Westmeath,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Dublin South,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Dublin South Central,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Cavan-O'Monaghan,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Wicklow,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Meath East,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Dublin South West,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Dublin South East,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Louth,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Waterford,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,South Leitrim,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,6,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Dublin Mid West,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,6,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Galway West,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Roscommon,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Kerry North-West Limerick,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,6,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Kildare South,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Cork North Central,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Carlow-Kilkenny,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Dublin North,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Limerick,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Dublin North East,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Clare,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Mayo,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Tipperary South,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Cork North West,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Wexford,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Donegal South West,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,6,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,Cork East,2011,Lower House,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk/tv3/,,Ireland,1,0,0,0,0,0,Party,Scale,0.022727273
Vote Match,London,2008,Municipality,3,25,0,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,50000,http://www.votematch.org.uk/london/,,United Kingdom,1,0,0,0,0,0,Party,Scale,1.000000000
Vote Match,London,2008,Other,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,10,10,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,1.000000000
Vote Match,,2010,Other,3,21,1,1,Elite,0,1,0,0,0,0,0,0,0,1,4,5,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,1.000000000
Vote Match,Leeds,2011,Other,3,20,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.166666670
Vote Match,Manchester,2012,Other,3,15,1,1,Elite,0,1,0,0,0,0,0,0,0,1,2,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.066666670
Vote Match,Kent,2012,Other,3,21,1,1,Elite,0,1,0,0,0,0,0,0,0,1,7,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.200000000
Vote Match,Northumbria ,2012,Other,3,20,1,1,Elite,0,1,0,0,0,0,0,0,0,1,4,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.200000000
Vote Match,Birmingham,2012,Other,3,18,1,1,Elite,0,1,0,0,0,0,0,0,0,1,6,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.142857150
Vote Match,Leicester,2012,Other,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,4,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.111111110
Vote Match,Leeds,2012,Other,3,15,1,1,Elite,0,1,0,0,0,0,0,0,0,1,7,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.166666670
Vote Match,Sheffield,2012,Other,3,19,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.166666670
Vote Match,Northumbria ,2012,Other,9,20,1,1,Elite,0,1,0,0,0,0,0,0,0,1,3,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.200000000
Vote Match,Manchester,2012,Other,3,27,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.066666670
Vote Match,Leeds,2012,Other,3,26,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.166666670
Vote Match,Leeds,2012,Other,3,28,1,1,Elite,0,1,0,0,0,0,0,0,0,1,8,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.166666670
Vote Match,Sheffield,2012,Other,3,19,1,1,Elite,0,1,0,0,0,0,0,0,0,1,9,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.166666670
Vote Match,Birmingham,2012,Other,3,18,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.142857150
Vote Match,Manchester,2012,Other,3,16,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.066666670
Vote Match,Manchester,2012,Other,3,23,1,1,Elite,0,1,0,0,0,0,0,0,0,1,2,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.066666670
Vote Match,Birmingham,2012,Other,3,24,1,1,Elite,0,1,0,0,0,0,0,0,0,1,3,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.142857150
Vote Match,Leicester,2012,Other,5,15,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.111111110
Vote Match,Birmingham,2012,Other,3,18,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.142857150
Vote Match,Manchester,2012,Other,3,20,1,1,Elite,0,1,0,0,0,0,0,0,0,1,2,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.066666670
Vote Match,Sheffield,2012,Other,3,18,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.166666670
Vote Match,Manchester,2012,Other,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.066666670
Vote Match,Manchester,2012,Other,3,18,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.066666670
Vote Match,Cumbria,2012,Other,3,11,1,1,Elite,0,1,0,0,0,0,0,0,0,1,4,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.250000000
Vote Match,Northumbria ,2012,Other,3,19,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.200000000
Vote Match,Cumbria,2012,Other,3,15,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.250000000
Vote Match,Northumbria ,2012,Other,3,17,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.200000000
Vote Match,Manchester,2012,Other,3,22,1,1,Elite,0,1,0,0,0,0,0,0,0,1,15,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.066666670
Vote Match,Northumbria ,2012,Other,3,24,1,1,Elite,0,1,0,0,0,0,0,0,0,1,6,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.200000000
Vote Match,Manchester,2012,Other,3,16,1,1,Elite,0,1,0,0,0,0,0,0,0,1,4,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.066666670
Vote Match,Leicester,2012,Other,3,18,1,1,Elite,0,1,0,0,0,0,0,0,0,1,3,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.111111110
Vote Match,Manchester,2012,Other,3,13,1,1,Elite,0,1,0,0,0,0,0,0,0,1,4,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.066666670
Vote Match,Sheffield,2012,Other,3,15,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.166666670
Vote Match,Kent,2012,Other,3,24,1,1,Elite,0,1,0,0,0,0,0,0,0,1,4,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.200000000
Vote Match,Liverpool,2012,Other,3,25,1,1,Elite,0,1,0,0,0,0,0,0,0,1,17,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.111111110
Vote Match,Sheffield,2012,Other,3,17,1,1,Elite,0,1,0,0,0,0,0,0,0,1,6,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.166666670
Vote Match,Birmingham,2012,Other,3,24,1,1,Elite,0,1,0,0,0,0,0,0,0,1,3,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.142857150
Vote Match,Kent,2012,Other,4,27,0,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.200000000
Vote Match,Birmingham,2012,Other,3,17,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.142857150
Vote Match,Leeds,2012,Other,3,17,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.166666670
Vote Match,Cumbria,2012,Other,8,22,1,1,Elite,0,1,0,0,0,0,0,0,0,1,3,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.250000000
Vote Match,Leicester,2012,Other,3,22,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.111111110
Vote Match,Sheffield,2012,Other,3,20,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.166666670
Vote Match,Manchester,2012,Other,3,13,1,1,Elite,0,1,0,0,0,0,0,0,0,1,4,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.066666670
Vote Match,Manchester,2012,Other,,23,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.066666670
Vote Match,Leeds,2012,Other,3,22,1,1,Elite,0,1,0,0,0,0,0,0,0,1,6,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.166666670
Vote Match,Kent,2012,Other,3,18,1,1,Elite,0,1,0,0,0,0,0,0,0,1,3,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.200000000
Vote Match,Manchester,2012,Other,6,22,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.066666670
Vote Match,Manchester,2012,Other,3,19,1,1,Elite,0,1,0,0,0,0,0,0,0,1,3,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.066666670
Vote Match,Leicester,2012,Other,3,16,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.111111110
Vote Match,Liverpool,2012,Other,3,19,1,1,Elite,0,1,0,0,0,0,0,0,0,1,3,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.111111110
Vote Match,Kent,2012,Other,3,26,1,1,Elite,0,1,0,0,0,0,0,0,0,1,4,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.200000000
Vote Match,Liverpool,2012,Other,3,21,1,1,Elite,0,1,0,0,0,0,0,0,0,1,3,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.111111110
Vote Match,Cumbria,2012,Other,3,17,1,1,Elite,0,1,0,0,0,0,0,0,0,1,6,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.250000000
Vote Match,Birmingham,2012,Other,3,22,1,1,Elite,0,1,0,0,0,0,0,0,0,1,4,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.142857150
Vote Match,Manchester,2012,Other,3,14,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.066666670
Vote Match,,2012,Other,3,19,1,1,Elite,0,1,0,0,0,0,0,0,0,1,8,,,,,http://votematchus.com/,,United States,1,0,0,0,0,0,Candidate,Scale,1.000000000
Vote Match,Liverpool,2013,Other,7,27,1,1,Elite,0,1,0,0,0,0,0,0,0,1,4,,,,,http://www.votematch.org.uk,,United Kingdom,1,0,0,0,0,0,Candidate,Scale,0.111111110
Vote&Vous,,2014,European Parliament,2,,1,0,Elite,0,1,0,0,0,0,0,1,0,0,11,,,,130000,http://www.vote-et-vous.fr/europeacuteennes-2014.html,,France,0,0,1,0,0,0,Party,Scale,1.000000000
Votematching,,2017,Lower House,5,20,0,0,Candidate,0,1,0,0,0,0,0,1,0,0,,,,,,http://nihonseiji.com/votematches/1,,Japan,0,0,1,0,0,0,Candidate,Scale,1.000000000
Voter Guide (Washington Post),,2016,President,5,20,1,1,Manifesto,0,1,0,1,0,1,0,0,0,1,21,,,,,http://www.washingtonpost.com/graphics/ns/societly-vaa/,,United States,1,0,0,0,0,0,Candidate,Scale,1.000000000
VotingAid,,2012,President,2,21,0,1,Manifesto,0,1,0,0,0,0,0,1,0,0,6,6,,,,http://www.votingaid.com/start/usa2012.html,,United States,0,0,1,0,0,0,Candidate,Scale,1.000000000
Votulmeu,,2012,Lower House,5,30,1,0,Delphi,0,1,0,0,0,0,1,0,0,0,,,,,16107,www.votulmeu.com,,Romania,0,1,0,1,0,0,Party,Scale,1.000000000
Votulmeu,,2014,President,5,30,1,0,Delphi,0,1,0,0,0,0,1,0,0,0,,,,,17348,www.votulmeu.com,,Romania,0,1,0,1,0,0,Party,Scale,1.000000000
ValasztasiIranytu,,2010,Lower House,3,48,0,0,Elite,0,0,1,0,0,0,0,0,0,1,7,,,,,http://www.magyarorszagvalaszt.hu/,,Hungary,0,0,1,0,0,0,Party,Scale,1.000000000
Wahl-O-Mat,,2004,European Parliament,4,30,1,1,Elite,0,1,0,0,0,0,1,0,0,1,6,23,,25780733,895000,http://www.bpb.de/politik/wahlen/wahl-o-mat/45817/weitere-wahlen,,Germany,0,0,1,0,0,0,Party,Scale,1.000000000
Wahl-O-Mat,,2009,European Parliament,4,38,1,1,Elite,0,1,0,0,0,0,1,0,0,1,29,32,,26333444,1600000,http://www.wahl-o-mat.de/europa2009/index.php,,Germany,0,0,1,0,0,0,Party,Scale,1.000000000
